Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Shaheed Bhagat Singh,1963.0,,"Biography, History",6.8,24.0,Shammi Kapoor,Prem Nath,Achala Sachdev,D.K. Sapru
Shaheed- E- Aazam,2018.0,,Biography,6.1,7.0,Arun K. Pathak,Sibu Giri,Prashant Kumar,Rahul Pathak
Shaheed-E-Azad Bhagat Singh,1954.0,,,7.5,13.0,Prem Adib,Smriti Biswas,Cuckoo,Paidi Jairaj
Shaheed-E-Azam,2002.0,173.0,"Biography, Drama, History",6.8,27.0,Sukumar Nair,Sonu Sood,Manav Vij,Binnu Dhillon
Shahenshah,1988.0,175.0,"Action, Adventure",6.3,1945.0,Tinnu Anand,Amitabh Bachchan,Meenakshi Sheshadri,Rohini Hattangadi
Shahenshah,1953.0,123.0,Action,4.6,9.0,Amiya Chakrabarty,Ranjan,Shakila,K.N. Singh
Shahid,2012.0,129.0,"Biography, Drama",8.2,15659.0,Hansal Mehta,Rajkummar Rao,Prabhleen Sandhu,Mohd. Zeeshan Ayyub
Shahjehan,1946.0,121.0,"Drama, History, Romance",6.9,30.0,Abdul Rashid Kardar,K.L. Saigal,Ragini,Rehman
Shahji ki Advice,2006.0,73.0,Comedy,7.4,25.0,Jaspal Bhatti,Rakesh Bedi,Jaspal Bhatti,Shail Chaturvedi
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010.0,89.0,"Comedy, Drama",5.0,1043.0,Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
Shair,1949.0,138.0,Romance,7.1,21.0,Chawla,Suraiya,Dev Anand,Kamini Kaushal
Shaitaan,1974.0,121.0,"Action, Crime, Drama",5.4,19.0,Feroz Chinoy,Shatrughan Sinha,Sharmila Tagore,Anil Dhawan
Shaitan,2011.0,121.0,"Action, Crime, Drama",7.2,8146.0,Bejoy Nambiar,Kalki Koechlin,Shiv Panditt,Gulshan Devaiah
Shaitan Mujrim,1979.0,,"Adventure, Crime, Horror",6.2,10.0,Nazar Khan,Rakesh Khanna,Jyoti Matwankar,Dev Kumar
Shaitani Atma,1998.0,,Horror,3.2,6.0,Harinam Singh,Sonia Thakur,Shweta Phule,Ghanshyam
Shaitani Dracula,2006.0,79.0,Horror,4.3,6.0,Harinam Singh,Birbal,Ramesh Goyal,Manmauji
Shaitani Ilaaka,1990.0,128.0,Horror,4.8,51.0,Kiran Ramsay,Sunil Dhawan,Shehnaz Kudia,Neelam Mehra
Shakaal,1994.0,,Action,5.4,12.0,Senthilnathan,Deepika Chikhalia,Kanaka,Rajinikanth
Shakal Pe Mat Ja,2011.0,140.0,"Comedy, Crime, Drama",4.9,39.0,Shubh Mukherjee,Shubh Mukherjee,Pratik Katare,Harsh Parekh
Shakalaka Boom Boom,2007.0,129.0,"Drama, Musical, Romance",2.3,604.0,Suneel Darshan,Bobby Deol,Upen Patel,Celina Jaitly
Shakeela,2020.0,126.0,"Biography, Drama",3.2,528.0,Indrajit Lankesh,Pankaj Tripathi,Richa Chadha,Rajeev Pillai
Shakespeare-Wallah,1965.0,120.0,"Drama, Romance",6.8,685.0,James Ivory,Shashi Kapoor,Felicity Kendal,Geoffrey Kendal
Shakka,1981.0,,Action,5.4,10.0,Shyam Ralhan,Jeetendra,Simple Kapadia,Zaheera
Shakthi: The Power,2002.0,170.0,"Action, Drama",6.0,4669.0,Krishna Vamsi,Karisma Kapoor,Nana Patekar,Sanjay Kapoor
Shakti,1982.0,166.0,"Action, Crime, Drama",7.7,1959.0,Ramesh Sippy,Dilip Kumar,Amitabh Bachchan,Rakhee Gulzar
Shaktiman,1993.0,155.0,"Action, Drama, Romance",2.6,176.0,K.C. Bokadia,Ajay Devgn,Karisma Kapoor,Mukesh Khanna
Shakuntala,1947.0,76.0,Drama,6.7,6.0,Shantaram Rajaram Vankudre,Kumar Ganesh,Jayashree,Chandra Mohan
Shakuntala Devi,2020.0,127.0,"Biography, Drama",6.1,8456.0,Anu Menon,Vidya Balan,Adi Chugh,Sanya Malhotra
Shalimar,1978.0,137.0,"Action, Adventure, Crime",6.3,529.0,Krishna Shah,Dharmendra,Zeenat Aman,Rex Harrison
Sham Ghansham,1998.0,160.0,"Action, Drama",3.5,61.0,Ashok Ghai,Rakhee Gulzar,Chandrachur Singh,Arbaaz Khan
Shama,1981.0,,"Crime, Drama, Romance",6.9,13.0,Naeem Basit,Girish Karnad,Shabana Azmi,Aruna Irani
Shama,1961.0,149.0,"Drama, Musical, Romance",6.5,10.0,Lekhraj Bhakri,Nimmi,Vijay Dutt,M. Kumar
Shama Parwana,1954.0,147.0,"Drama, Romance",6.6,23.0,D.D. Kashyap,Suraiya,Shammi Kapoor,Mubarak
Shamitabh,2015.0,155.0,Drama,6.8,7099.0,R. Balki,Amitabh Bachchan,Dhanush,Akshara Haasan
Shanakht,1989.0,,Drama,4.4,13.0,Tinnu Anand,Amitabh Bachchan,Madhuri Dixit,Madhavi
Shandaar,1974.0,145.0,"Drama, Family",6.8,29.0,R. Krishnan,S. Panju,Sanjeev Kumar,Sharmila Tagore
Shandar,1990.0,146.0,"Action, Comedy, Drama",5.2,42.0,Vinod Dewan,Mithun Chakraborty,Meenakshi Sheshadri,Juhi Chawla
Shanghai,2012.0,120.0,"Crime, Drama, Mystery",7.2,9804.0,Dibakar Banerjee,Emraan Hashmi,Abhay Deol,Prasenjit Chatterjee
Shankar Dada,1976.0,130.0,Drama,6.5,26.0,Shibu Mitra,Ashok Kumar,Shashi Kapoor,Neetu Singh
Shankar Hussain,1977.0,,Drama,6.5,15.0,Yusuf Naqvi,Pradeep Kumar,Kanwaljit Singh,Madhu Chanda
Shankar Khan,1966.0,140.0,"Action, Drama, Sport",5.6,5.0,Nanabhai Bhatt,Prithviraj Kapoor,Dara Singh,Randhawa
Shankar Shambhu,1976.0,137.0,"Action, Crime, Drama",5.5,25.0,Chand,Feroz Khan,Vinod Khanna,Sulakshana Pandit
Shankara,1991.0,,Action,5.4,47.0,Sudarshan Nag,Sunny Deol,Neelam Kothari,Alpana
Shanti Kranti,1991.0,142.0,"Action, Musical, Romance",6.0,101.0,V. Ravichandran,Nagarjuna Akkineni,V. Ravichandran,Juhi Chawla
Shapath,1984.0,128.0,Action,4.3,11.0,Ravikant Nagaich,Raj Babbar,Smita Patil,Ranjeet
Shapath,1997.0,140.0,Action,5.5,90.0,Rajiv Babbar,Mithun Chakraborty,Vineeta,Jackie Shroff
Shaque,1976.0,,Drama,7.1,50.0,Vikas Desai,Aruna Raje,Vinod Khanna,Shabana Azmi
Sharaabi,1984.0,180.0,"Comedy, Drama, Romance",7.4,2716.0,Prakash Mehra,Amitabh Bachchan,Bharat Bhushan,Chandrashekhar
Sharabi,1964.0,,"Drama, Musical, Romance",7.5,71.0,Raj Rishi,Dev Anand,Madhubala,Daisy Irani
Sharada,1957.0,128.0,"Drama, Romance, Musical",6.6,101.0,L.V. Prasad,Raj Kapoor,Meena Kumari,Shyama
Sharafat,1970.0,120.0,"Drama, Romance",7.1,77.0,Asit Sen,Ashok Kumar,Dharmendra,Hema Malini
Sharafat Chhod Di Main Ne,1976.0,115.0,Drama,5.8,24.0,Jagdev Bhambri,Feroz Khan,Hema Malini,Neetu Singh
Sharafat Gayi Tel Lene,2015.0,108.0,"Comedy, Drama, Mystery",4.9,273.0,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher
Sharara,1984.0,135.0,Action,6.8,27.0,S.V. Rajendra Singh Babu,Raaj Kumar,Hema Malini,Shatrughan Sinha
Shararat,1959.0,,Comedy,6.2,9.0,Harnam Singh Rawail,Kishore Kumar,Meena Kumari,Raaj Kumar
Shararat,1972.0,,Drama,6.7,24.0,Manmohan Desai,Biswajit Chatterjee,Mumtaz,Sujit Kumar
Shararat,2002.0,155.0,"Comedy, Drama, Romance",4.6,448.0,Gurudev Bhalla,Abhishek Bachchan,Hrishitaa Bhatt,Amrish Puri
Sharda,1942.0,,"Drama, Family",5.6,5.0,Abdul Rashid Kardar,Mehtab,Ulhas,Wasti
Sharda,1981.0,126.0,"Drama, Family",5.5,19.0,Lekh Tandon,Jeetendra,Rameshwari,Sarika
Share Bazaar,1997.0,,Drama,4.4,7.0,Manmohan,Manmohan Sabir,Tinnu Anand,Birbal
Shareef Budmaash,1973.0,,"Action, Crime, Thriller",6.8,52.0,Raj Khosla,Dev Anand,Hema Malini,Ajit
Sharmaji Ki Lag Gai,2019.0,122.0,Comedy,4.9,251.0,Manoj Sharma,Mugdha Godse,Brijendra Kala,Krishna Abhishek
Sharmeelee,1971.0,164.0,"Mystery, Musical, Romance",7.0,154.0,Samir Ganguly,Shashi Kapoor,Rakhee Gulzar,Nasir Hussain
Shart,1969.0,136.0,"Mystery, Thriller",6.7,36.0,Kewal Misra,Sanjay Khan,Mumtaz,Kumud Chuggani
Shart,1954.0,,"Drama, Family",5.8,9.0,Bibhuti Mitra,Deepak,Shyama,I.S. Johar
Shart,1986.0,134.0,"Drama, Mystery, Thriller",6.4,40.0,Ketan Anand,Naseeruddin Shah,Shabana Azmi,Kanwaljit Singh
Shart: The Challenge,2004.0,136.0,"Drama, Romance",3.5,152.0,Puri Jagannadh,Tusshar Kapoor,Gracy Singh,Amrita Arora
Shastra,1996.0,144.0,"Action, Drama",4.6,83.0,Sanjay Khanna,Sunil Shetty,Anjali Jathar,Anupam Kher
Shatranj,1993.0,,"Comedy, Drama, Romance",6.3,96.0,Aziz Sejawal,Jackie Shroff,Juhi Chawla,Mithun Chakraborty
Shatranj,1956.0,,"Drama, Family",6.7,6.0,Gyan Mukherjee,Ashok Kumar,Meena Kumari,Rajendranath Malhotra
Shatranj,1969.0,168.0,"Thriller, Mystery",6.1,32.0,S.S. Vasan,Rajendra Kumar,Waheeda Rehman,Mehmood
Shatru,1986.0,157.0,"Action, Adventure, Crime",6.9,40.0,Pramod Chakravorty,Rajesh Khanna,Shabana,Ashok Kumar
Shaukeen,1982.0,127.0,Comedy,7.2,446.0,Basu Chatterjee,Ashok Kumar,A.K. Hangal,Utpal Dutt
Shaukeen Kaminay,2016.0,125.0,"Comedy, Drama",6.1,30.0,Anil Chorasiya,Seema Bilong,Sunil Chourasiya,Ankit Gajera
Shaurya: It Takes Courage to Make Right... Right,2008.0,149.0,"Crime, Drama, Thriller",7.3,3995.0,Samar Khan,Rahul Bose,Javed Jaffrey,Minissha Lamba
Sheen,2004.0,,"Action, Drama",6.2,73.0,Ashoke Pandit,Tarun Arora,Sheen,Raj Babbar
Sheesh Mahal,1950.0,144.0,Drama,7.4,15.0,Sohrab Modi,Sohrab Modi,Naseem Banu,Pushpa Hans
Sheesha,1986.0,113.0,Drama,7.2,53.0,Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,Vijayendra Ghatge
Sheesha,2005.0,,"Drama, Romance, Thriller",3.4,264.0,Ashu Trikha,Neha Dhupia,Sonu Sood,Vivek Shauq
Sheeshay Ka Ghar,1984.0,,"Crime, Drama, Family",6.0,6.0,Amit Khanna,Ketan Anand,Ila Arun,Raj Babbar
Sheetalbhabi.com,2011.0,115.0,Comedy,3.9,34.0,C.M. Jain,Jatin Grewal,Hina Tasleem,Monalisa
Shehar Aur Sapna,1964.0,120.0,Drama,6.5,13.0,Khwaja Ahmad Abbas,David Abraham,Anwar Hussain,Manmohan Krishna
Shehnai,1964.0,,"Musical, Romance",5.7,17.0,S.D. Narang,Biswajit Chatterjee,Rajshree,Nirupa Roy
Shehnai,1947.0,133.0,Romance,4.2,5.0,P.L. Santoshi,Rehana,Indumati,Nasir Khan
Shehri Gabru,2020.0,62.0,"Comedy, Crime",8.5,92.0,Saurabh Gulab Rao,Naman Bhati,Akshay Kaushal,Atul Kaushal
Shehzaade,1989.0,,Action,4.7,34.0,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Sameer Khakhar
Shehzada,1972.0,,"Drama, Family",6.6,47.0,K. Shankar,Rajesh Khanna,Rakhee Gulzar,Veena
Sheikh Chilli,1956.0,112.0,"Action, Adventure, Comedy",5.4,9.0,Ramchandra Thakur,Master Bhagwan,Shyama,Mahipal
Sheitaan,2017.0,110.0,Horror,4.0,20.0,Sameer Khan,Iti Acharya,Asif Basra,Nirab Hossain
Sher Dil,1990.0,,"Action, Drama",4.6,26.0,Jagdish Sidana,Dharmendra,Anita Raj,Rishi Kapoor
Sher Khan,1998.0,,Action,5.4,8.0,Ambrish Sangal,Sadashiv Amrapurkar,Ankita,Rita Bhaduri
Sher Shivaji,1987.0,,History,6.2,12.0,Ram Narayan Gabale,Parikshit Sahni,Smita Patil,Shreeram Lagoo
Shera,1999.0,125.0,Action,5.1,56.0,T.L.V. Prasad,Asrani,Mithun Chakraborty,Pinky Chinoy
Shera Shamshera,1990.0,,"Action, Crime",4.1,8.0,S.R. Pratap,Raj Babbar,Sonam,Kabir Bedi
Sherdil Ladkiyan,1985.0,,Action,8.1,17.0,Mohan Babu,Swapna,,
Sher-E-Hindustan,1997.0,,Action,5.0,44.0,T.L.V. Prasad,Mithun Chakraborty,Sanghavi,Gulshan Grover
Sherni,1988.0,,"Action, Drama",4.6,45.0,Harmesh Malhotra,Birbal,Jagdeep,Kader Khan
Sheroo,1957.0,,"Drama, Family",6.8,12.0,Shakti Samanta,Ashok Kumar,Nalini Jaywant,Anoop Kumar
Sheshnaag,1990.0,145.0,"Action, Fantasy, Thriller",4.5,81.0,K.R. Reddy,Jeetendra,Rekha,Rishi Kapoor
Shikaar,1996.0,,"Action, Thriller",5.3,20.0,Urmila Matondkar,Jackie Shroff,,
Shikaar,2004.0,,"Action, Musical, Thriller",4.9,34.0,Darshan Bagga,Jaz Pandher,Danny Denzongpa,Kanishkaa Kapoor
Shikaar,2000.0,135.0,"Action, Mystery",3.6,28.0,Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka
Shikar,1968.0,139.0,"Mystery, Thriller",6.6,111.0,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar
Shikara,2020.0,118.0,"Drama, History, Romance",3.8,6399.0,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani
Shikari,2000.0,160.0,"Crime, Drama, Thriller",4.6,431.0,N. Chandra,Govinda,Tabu,Karisma Kapoor
Shikari,1963.0,139.0,"Action, Adventure, Horror",5.7,41.0,Mohammed Hussain,Ajit,Ragini,Helen
Shikari: The Hunter,1991.0,162.0,"Action, Adventure",5.6,55.0,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah
Shikast,1953.0,110.0,Drama,7.0,41.0,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
Shikhar,2005.0,162.0,Drama,4.9,1061.0,John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu
Shikshaa,1979.0,125.0,"Drama, Family",5.6,9.0,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee
Shimla Mirchi,2020.0,129.0,"Comedy, Romance",4.6,1322.0,Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh
Ship of Theseus,2012.0,139.0,Drama,8.1,6922.0,Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan
Shirdi Ke Sai Baba,1977.0,140.0,"Biography, Drama",7.0,229.0,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar
Shirdi Sai Baba,2001.0,150.0,"Drama, Mystery",4.8,178.0,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra
Shirin Farhad,1956.0,,"Adventure, Drama, Romance",7.2,30.0,Aspi Irani,Madhubala,Pradeep Kumar,P. Kailash
Shirin Farhad Ki Toh Nikal Padi,2012.0,111.0,Romance,4.2,1023.0,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi
Shiv Charan,1982.0,,Fantasy,6.4,8.0,Anil Kumar,Vinod Mehra,Zarina Wahab,Navin Nischol
Shiv Ram,1991.0,,"Action, Crime, Drama",4.3,24.0,Jagdish A. Sharma,Jeetendra,Aditya Pancholi,Sadashiv Amrapurkar
Shiva,1989.0,161.0,"Action, Crime, Drama",8.1,3399.0,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran
Shiva,2006.0,160.0,"Action, Crime, Drama",3.9,330.0,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant
Shiva Dada,1991.0,,Action,5.8,8.0,K. Raghavendra Rao,Nagarjuna Akkineni,Shanti Priya,Silk Smitha
Shiva Ka Insaaf,1985.0,125.0,"Action, Adventure, Fantasy",4.6,49.0,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra
Shiva Shakti,1988.0,153.0,"Action, Crime, Drama",4.7,29.0,Anand,Shatrughan Sinha,Govinda,Anita Raj
Shivaay,2016.0,153.0,"Action, Adventure, Drama",6.2,9909.0,Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar
Shobhayatra,2004.0,100.0,"Comedy, Drama",4.2,14.0,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar
Shobhna's Seven Nights,2012.0,105.0,"Drama, Romance",6.2,19.0,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher
Shodh,1981.0,,Drama,6.9,11.0,Biplab Roy Chowdhury,Om Puri,Kanhu Bandhopodhyay,Tapti Bhatachrjee
Shohrat,1996.0,,"Drama, Romance",6.4,5.0,Sathish Ranjan,Mahesh Anand,Aparajita,Asrani
Shohrat the Trap,2018.0,67.0,Thriller,5.2,101.0,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
Shola Aur Shabnam,1961.0,135.0,"Drama, Family",7.3,48.0,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer
Shola Aur Shabnam,1992.0,165.0,"Action, Comedy, Drama",6.5,932.0,David Dhawan,Govinda,Divya Bharti,Gulshan Grover
Shola Bai,2002.0,,Action,2.8,15.0,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori
Sholay,1975.0,162.0,"Action, Adventure, Comedy",8.2,52511.0,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan
Shole,1953.0,,Drama,7.1,29.0,B.R. Chopra,Ashok Kumar,Bina Rai,Purnima
Shool,1999.0,138.0,"Action, Crime, Drama",7.7,2932.0,Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde
Shoonya,2006.0,100.0,Drama,6.8,31.0,Arindam Mitra,Sohrab Ardeshir,Seema Biswas,Tulip Joshi
Shoorveer,1988.0,147.0,Drama,5.0,8.0,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
Shootout at Lokhandwala,2007.0,122.0,"Action, Crime, History",7.1,9607.0,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
Shootout at Wadala,2013.0,155.0,"Action, Biography, Crime",5.9,6439.0,Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee
Shor,1972.0,170.0,Drama,7.2,337.0,Manoj Kumar,Manoj Kumar,Jaya Bachchan,Prem Nath
Shor in the City,2010.0,112.0,"Crime, Drama",7.2,3502.0,Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor
Shor Se Shuruaat,2016.0,125.0,Drama,6.6,145.0,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari
Shorgul,2016.0,132.0,Drama,5.7,268.0,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana
Shortcut Romeo,2013.0,146.0,"Action, Crime, Drama",2.3,252.0,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta
Shortcut Safari,2016.0,101.0,"Adventure, Drama, Mystery",6.4,70.0,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi
Shortkut - The Con Is On,2009.0,142.0,"Comedy, Drama",3.4,884.0,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
Shorts,2013.0,95.0,Drama,6.5,444.0,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy
Showbiz,2007.0,108.0,"Action, Drama, Music",3.6,114.0,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala
Shradhanjali,1981.0,139.0,"Drama, Family",7.3,18.0,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar
Shravan Kumar,1984.0,,Drama,7.5,8.0,Chandrakant,Chandrima Bhaduri,Abhi Bhattacharya,Bharat Bhushan
Shree,2013.0,109.0,"Sci-Fi, Thriller",6.3,269.0,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
Shree 420,1955.0,168.0,"Comedy, Crime, Drama",8.0,2612.0,Raj Kapoor,Nargis,Raj Kapoor,Nadira
Shree Ganesh,1962.0,139.0,"Adventure, Drama, Fantasy",7.5,6.0,S.S. Dharwadkar,Mahipal,Sahira,Indira
Shree Krishnarjun Yuddh,1971.0,136.0,"Adventure, Drama, History",7.0,6.0,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal
Shree Ram Bharat Milan,1965.0,,"Adventure, Family",7.6,5.0,Manibhai Vyas,Prithviraj Kapoor,Mahipal,Anita Guha
Shreelancer,2017.0,93.0,Drama,7.2,92.0,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill
Shreemaan Aashique,1993.0,152.0,"Comedy, Romance",4.8,135.0,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu
Shreeman Funtoosh,1965.0,,"Comedy, Drama, Fantasy",6.0,26.0,Shantilal Soni,Kishore Kumar,Kumkum,Anoop Kumar
Shri Chaitanya Mahaprabhu,1954.0,,Biography,6.8,6.0,Vijay Bhatt,Bharat Bhushan,Durga Khote,Ram Mohan
Shri Datta Darshanam,1985.0,143.0,"Musical, Drama",8.2,19.0,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi
Shri Krishna Leela,1971.0,,"Adventure, Comedy, Drama",7.3,19.0,Homi Wadia,Pritam Arjun,Baburaje,Master Baby
Shri Ramanuja,1943.0,,,6.5,8.0,Debaki Bose,Biman Bandopadhyay,Chhayadevi,Hiralal
Shri Siddhivinayak Mahima,2007.0,,"Drama, Family, History",4.3,7.0,Arun Nalawade,Subodh Bhave,Tushar Dalvi,Milind Jadhav
Shriman Satyawadi,1960.0,146.0,"Action, Crime, Drama",7.0,68.0,S.M. Abbas,Raj Kapoor,Shakila,Mehmood
Shriman Shrimati,1982.0,145.0,"Comedy, Drama, Family",6.4,139.0,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan
Shrimanji,1968.0,160.0,"Drama, Family",6.6,29.0,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan
Shrimati Ji,1952.0,,"Comedy, Thriller",4.1,7.0,I.S. Johar,Nasir Khan,Shyama,I.S. Johar
Shringaar,2013.0,126.0,"Drama, History",5.0,7.0,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee
Shubh Kaamna,1983.0,138.0,"Comedy, Drama",6.3,16.0,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt
Shubh Mangal Savdhan,2017.0,119.0,"Comedy, Romance",6.9,9094.0,R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava
Shubh Mangal Zyada Saavdhan,2020.0,117.0,"Comedy, Romance",5.8,8208.0,Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao
Shubh Raatri,2020.0,52.0,Horror,4.5,67.0,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami
Shuddh Desi Romance,2013.0,141.0,"Comedy, Drama, Romance",6.0,8447.0,Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor
Shuddhi,2017.0,114.0,"Crime, Drama, Thriller",7.9,374.0,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada
Shudra the Rising,2012.0,,History,6.8,215.0,Sanjiv Jaiswal,Priya Annatram,Habib Azmi,Pravin Baby
SHUDRA: The Untouchables,2011.0,116.0,"Drama, Family, History",7.8,23.0,Sanjiv Jaiswal,Sridhar Dubey,,
Shukranu,2020.0,90.0,Drama,6.4,678.0,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur
Shukriya: Till Death Do Us Apart,2004.0,144.0,"Musical, Drama, Family",5.1,148.0,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran
Shuruaat Ka Interval,2014.0,99.0,Drama,7.2,68.0,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha
Shuruaat Ka Twist,2019.0,142.0,Drama,6.6,9.0,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia
Shut up Sona,2020.0,85.0,"Documentary, Musical",7.1,19.0,Deepti Gupta,,,
Shuttlecock Boys,2011.0,76.0,"Comedy, Drama",6.2,111.0,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
Siddeshwari,1990.0,123.0,Documentary,7.5,77.0,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava
Siddharth,2013.0,96.0,Drama,7.3,671.0,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora
Siddharth: The Prisoner,2009.0,,"Crime, Drama, Thriller",6.6,105.0,Pryas Gupta,Rajat Kapoor,Sachin Nayak,Pradip Sagar
Sikandar,2009.0,110.0,"Crime, Drama, Mystery",6.4,262.0,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri
Sikandar E Azam,1965.0,,"Adventure, Drama, History",7.9,35.0,Kedar Kapoor,Prithviraj Kapoor,Dara Singh,Mumtaz
Sikandar Sadak Ka,1999.0,144.0,"Action, Drama",3.9,12.0,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi
Sikka,1989.0,180.0,"Action, Drama",4.5,35.0,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari
Silence Please... The Dressing Room,2004.0,100.0,Thriller,2.9,13.0,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni
Silence the Court Is in Session,2015.0,105.0,Drama,6.2,13.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Silence: Can You Hear It,2021.0,136.0,"Crime, Thriller",6.6,3324.0,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar
Silsiilay,2005.0,134.0,Drama,4.0,696.0,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen
Silsila,1981.0,182.0,"Drama, Family, Romance",7.3,2603.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan
Silsila Hai Pyar Ka,1999.0,150.0,"Comedy, Drama, Romance",2.5,209.0,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani
Silvat,2018.0,45.0,"Drama, Romance",7.1,168.0,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon
Simhadriya Simha,2002.0,157.0,"Action, Drama",8.5,66.0,S. Narayan,Vishnuvardhan,Meena,Bhanupriya
Simla Road,1969.0,,"Action, Crime, Mystery",6.0,5.0,Jugal Kishore,Hiralal,Jugal Kishore,Dev Kumar
Simmba,2018.0,158.0,"Action, Comedy, Crime",5.6,15244.0,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
Simran,2017.0,124.0,"Crime, Drama, Thriller",5.1,3254.0,Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari
